ALBERT_01 41
ALBERT_02 44
ALBERT_03 40
ALBERT_04 44
ALBERT_05 39
ALBERT_06 41
ALBERT_07 37
ALBERT_08 37
ALBERT_09 39
ALBERT_10 40
ALBERT_11 40
ALBERT_12 40
ALBERT_13 43
ALBERT_14 39
ALBERT_15 42
ALBERT_16 43
ALBERT_17 40
ALBERT_18 42
ALBERT_19 42
ALBERT_20 41
